Sat Apr 25 13:19:01 PDT 2015 --  بين يوم و ليلة فية ناس بتيجيّ... و ناس تغيبيب و الي انهردا حبيبي بكرة الاقية غريب
Thu Mar 05 15:20:53 PST 2015 --  اللَّهُمَّ احفظني بالإسلام قاعدا واحفظني بالإسلام قائما واحفظني بالإسلام راقدا ولا تشمت بي عدواً أو حاسدا http://du3a.org 
Thu Mar 05 14:13:51 PST 2015 --  اللَّهُمَّ إِنَّكَ عَفُوٌّ كَرِيمٌ تُحِبُّ الْعَفْوَ فَاعْفُ عَنَا http://du3a.org 
Thu Mar 05 13:19:34 PST 2015 --  اللهم اجعل القرآن العظيم ربيع قلوبنا ونور صدورنا وجلاء همومنا http://du3a.org 
Thu Mar 05 11:14:55 PST 2015 --  اللَّهُمَّ اعطني إيمانا صادقا ويقينا ليس بعده كفر ورحمة أنال بها شرف كرامتك في الدنيا والآخرة http://du3a.org 
Thu Mar 05 10:18:38 PST 2015 --  اللهم يا مقلب القلوب ثبت قلبي على دينك http://du3a.org 
Thu Mar 05 09:14:58 PST 2015 --  اللَّهُمَّ أَعِنِّي عَلَى ذِكْرِكَ وَشُكْرِكَ وَحُسْنِ عِبَادَتِكَ http://du3a.org 
Thu Mar 05 08:19:32 PST 2015 --  اللَّهُمَّ اغفر لي ما قدمت وما أخرت وما أسررت وما أعلنت أنت المقدم وأنت المؤخر وأنت على كل شيء قدير http://du3a.org 
Thu Mar 05 07:19:17 PST 2015 --  اللَّهُمَّ افتح مسامع قلبي لذكرك وارزقني طاعتك وطاعة رسولك وعملا بكتابك http://du3a.org 
Thu Mar 05 01:30:05 PST 2015 --  It's your.... pic.twitter.com/Ra2yriKCEm
Thu Mar 05 04:30:04 PST 2015 --  I am never.... pic.twitter.com/MDGG2PzK8k
Sun Mar 01 21:00:10 PST 2015 --  Remember, people will judge you by your actions, not your intentions.
Tue Mar 03 16:28:15 PST 2015 --  "The way you walk, way you talk, way you say my name. It's beautiful, wonderful, don't you ever change." - Taylor Swift.
Thu Mar 05 06:20:22 PST 2015 --  اللَّهُمَّ إِنَّكَ عَفُوٌّ كَرِيمٌ تُحِبُّ الْعَفْوَ فَاعْفُ عَنَا http://du3a.org 
Thu Mar 05 05:21:57 PST 2015 --  اللَّهُمَّ طهر قلبي من النفاق ، وعملي من الرياء ، ولساني من الكذب ، وعيني من الخيانة http://du3a.org 
Thu Mar 05 04:24:30 PST 2015 --  اللَّهُمَّ اعطني إيمانا صادقا ويقينا ليس بعده كفر ورحمة أنال بها شرف كرامتك في الدنيا والآخرة http://du3a.org 
Thu Mar 05 03:23:23 PST 2015 --  اللَّهُمَّ احفظني من بين يدي ومن خلفي وعن يميني وعن شمالي ومن فوقي وأعوذ بعظمتك أن أغتال من تحتي http://du3a.org 
Thu Mar 05 02:21:53 PST 2015 --  اللَّهُمَّ أَعِنِّي عَلَى ذِكْرِكَ وَشُكْرِكَ وَحُسْنِ عِبَادَتِكَ http://du3a.org 
Thu Mar 05 01:21:23 PST 2015 --  اللَّهُمَّ إني أعوذ بك من قلب لا يخشع ودعاء لا يسمع ومن نفس لا تشبع ومن علم لا ينفع أعوذ بك من هؤلاء الأربع http://du3a.org 
Thu Mar 05 00:22:59 PST 2015 --  اللهم إني أسألك من الخير ما سألك عبدك ورسولك محمد http://du3a.org 
Wed Mar 04 23:26:15 PST 2015 --  اللهم إني أسألك الجنة وما يقرب إليها من قول وعمل http://du3a.org 
Wed Mar 04 22:35:23 PST 2015 --  اللهم إني أعوذ بك من النار وما قرب إليها من قول وعمل http://du3a.org 
Wed Mar 04 21:45:09 PST 2015 --  اللَّهُمَّ عافني في بدني ، اللَّهُمَّ عافني في سمعي ، اللَّهُمَّ عافني في بصري http://du3a.org 
Wed Mar 04 20:51:10 PST 2015 --  اللَّهُمَّ احفظني بالإسلام قاعدا واحفظني بالإسلام قائما واحفظني بالإسلام راقدا ولا تشمت بي عدواً أو حاسدا http://du3a.org 
Wed Mar 04 19:46:05 PST 2015 --  اللَّهُمَّ أعني ولا تعن علي وانصرني ولا تنصر علي وامكر لي ولا تمكر علي واهدني http://du3a.org 
Wed Mar 04 18:35:06 PST 2015 --  اللَّهُمَّ إني أعوذ بك من يوم السوء ومن ليلة السوء ومن ساعة السوء ومن صاحب السوء ومن جار السوء في دار المقامة http://du3a.org 
Wed Mar 04 17:24:26 PST 2015 --  اللَّهُمَّ طهر قلبي من النفاق ، وعملي من الرياء ، ولساني من الكذب ، وعيني من الخيانة http://du3a.org 
Wed Mar 04 16:21:09 PST 2015 --  اللَّهُمَّ استر عورتي وآمن روعتي واحفظني من بين يدي ومن خلفي وعن يميني وعن شمالي http://du3a.org 
Wed Mar 04 15:21:01 PST 2015 --  اللَّهُمَّ اغفر لي جميع ما مضى من ذنبي واعصمني فيما بقي من عمري وارزقني عملاً زاكيا ترضى به عني http://du3a.org 
Wed Mar 04 14:21:39 PST 2015 --  اللَّهُمَّ إني أسألك بنور وجهك الذي أشرقت له السموات والأرض أن تجعلني في حرزك وحفظك وجوارك وتحت كنفك http://du3a.org 
Wed Mar 04 13:22:22 PST 2015 --  اللَّهُمَّ اغفر لي ما قدمت وما أخرت وما أسررت وما أعلنت أنت المقدم وأنت المؤخر وأنت على كل شيء قدير http://du3a.org 
Wed Mar 04 11:21:52 PST 2015 --  اللَّهُمَّ إِنَّكَ عَفُوٌّ كَرِيمٌ تُحِبُّ الْعَفْوَ فَاعْفُ عَنَا http://du3a.org 
Wed Mar 04 09:18:55 PST 2015 --  اللهم إني أعوذ بك من علم لا ينفع ومن قلب لا يخشع ومن نفس لا تشبع ومن دعوة لا يستجاب لها http://du3a.org 
Wed Mar 04 06:29:20 PST 2015 --  اللَّهُمَّ احفظني من بين يدي ومن خلفي وعن يميني وعن شمالي ومن فوقي وأعوذ بعظمتك أن أغتال من تحتي http://du3a.org 
Wed Mar 04 05:28:32 PST 2015 --  اللَّهُمَّ إني أعوذ بك من يوم السوء ومن ليلة السوء ومن ساعة السوء ومن صاحب السوء ومن جار السوء في دار المقامة http://du3a.org 
Wed Mar 04 04:27:14 PST 2015 --  اللَّهُمَّ احفظني بالإسلام قاعدا واحفظني بالإسلام قائما واحفظني بالإسلام راقدا ولا تشمت بي عدواً أو حاسدا http://du3a.org 
Wed Mar 04 02:23:11 PST 2015 --  اللهم إني أعوذ بك من النار وما قرب إليها من قول وعمل http://du3a.org 
Wed Mar 04 01:22:32 PST 2015 --  اللَّهُمَّ أَعِنِّي عَلَى ذِكْرِكَ وَشُكْرِكَ وَحُسْنِ عِبَادَتِكَ http://du3a.org 
Wed Mar 04 00:22:03 PST 2015 --  اللهم إني أسألك الجنة وما يقرب إليها من قول وعمل http://du3a.org 
Tue Mar 03 23:25:55 PST 2015 --  اللَّهُمَّ طهر قلبي من النفاق ، وعملي من الرياء ، ولساني من الكذب ، وعيني من الخيانة http://du3a.org 
Tue Mar 03 22:35:51 PST 2015 --  اللهم إني أعوذ بك من علم لا ينفع ومن قلب لا يخشع ومن نفس لا تشبع ومن دعوة لا يستجاب لها http://du3a.org 
Tue Mar 03 20:49:02 PST 2015 --  اللَّهُمَّ إِنَّكَ عَفُوٌّ كَرِيمٌ تُحِبُّ الْعَفْوَ فَاعْفُ عَنَا http://du3a.org 
Tue Mar 03 18:34:02 PST 2015 --  اللَّهُمَّ عافني في بدني ، اللَّهُمَّ عافني في سمعي ، اللَّهُمَّ عافني في بصري http://du3a.org 
Tue Mar 03 16:30:18 PST 2015 --  اللَّهُمَّ ارزقني من طاعتك ما تحول بيني وبين معصيتك وارزقني من خشيتك ما تبلغني به رحمتك http://du3a.org 
Tue Mar 03 14:51:55 PST 2015 --  اللَّهُمَّ اقْسِمْ لَنَا مِنْ خَشْيَتِكَ مَا يَحُولُ بَيْنَنَا وَبَيْنَ مَعَاصِيك http://du3a.org 
Tue Mar 03 13:40:59 PST 2015 --  اللهم إني أعوذ بك من زوال نعمتك ، وتحول عافيتك ، وفجاءة نقمتك ، وجميع سخطك http://du3a.org 
Tue Mar 03 12:18:58 PST 2015 --  اللَّهُمَّ احفظني من بين يدي ومن خلفي وعن يميني وعن شمالي ومن فوقي وأعوذ بعظمتك أن أغتال من تحتي http://du3a.org 
Tue Mar 03 11:19:35 PST 2015 --  اللَّهُمَّ إني أعوذ بك من قلب لا يخشع ودعاء لا يسمع ومن نفس لا تشبع ومن علم لا ينفع أعوذ بك من هؤلاء الأربع http://du3a.org 
Tue Mar 03 10:17:54 PST 2015 --  اللهم اجعل القرآن العظيم ربيع قلوبنا ونور صدورنا وجلاء همومنا http://du3a.org 
Tue Mar 03 08:17:31 PST 2015 --  اللَّهُمَّ إني أسألك بنور وجهك الذي أشرقت له السموات والأرض أن تجعلني في حرزك وحفظك وجوارك وتحت كنفك http://du3a.org 
Tue Mar 03 07:16:16 PST 2015 --  اللهم إني أعوذ بك من الهم والحزن والعجز والكسل والجبن والبخل وأعوذ بك من غلبة الدين وقهر الرجال http://du3a.org 
Tue Mar 03 06:16:20 PST 2015 --  اللهم إني أعوذ بك من علم لا ينفع ومن قلب لا يخشع ومن نفس لا تشبع ومن دعوة لا يستجاب لها http://du3a.org 
Tue Mar 03 05:16:25 PST 2015 --  اللهم لا تجعل الدنيا اكبر همنا ولا مبلغ علمنا ولا إلى النار مصيرنا وأجعل الجنة هي دارنا وقرارنا http://du3a.org 
Tue Mar 03 04:15:51 PST 2015 --  اللهم إني أعوذ بك من زوال نعمتك ، وتحول عافيتك ، وفجاءة نقمتك ، وجميع سخطك http://du3a.org 
Tue Mar 03 03:14:53 PST 2015 --  اللَّهُمَّ احفظني من بين يدي ومن خلفي وعن يميني وعن شمالي ومن فوقي وأعوذ بعظمتك أن أغتال من تحتي http://du3a.org 
Tue Mar 03 02:14:14 PST 2015 --  اللهم إني أعوذ بك من عذاب جهنم وأعوذ بك من عذاب القبر وأعوذ بك من فتنة الدجال وأعوذ بك من فتنة المحيا والممات http://du3a.org 
Tue Mar 03 01:15:02 PST 2015 --  اللَّهُمَّ استر عورتي وآمن روعتي واحفظني من بين يدي ومن خلفي وعن يميني وعن شمالي http://du3a.org 
Tue Mar 03 00:16:46 PST 2015 --  اللَّهُمَّ إنا نعوذ بك من أن نشرك بك شيئا نعلمه ونستغفرك لما لا نعلم http://du3a.org 
Mon Mar 02 22:26:51 PST 2015 --  اللَّهُمَّ اقْسِمْ لَنَا مِنْ خَشْيَتِكَ مَا يَحُولُ بَيْنَنَا وَبَيْنَ مَعَاصِيك http://du3a.org 
Mon Mar 02 21:37:57 PST 2015 --  اللهم إني أسألك من الخير ما سألك عبدك ورسولك محمد http://du3a.org 
Mon Mar 02 20:44:18 PST 2015 --  اللَّهُمَّ أعني ولا تعن علي وانصرني ولا تنصر علي وامكر لي ولا تمكر علي واهدني http://du3a.org 
Mon Mar 02 19:39:45 PST 2015 --  اللَّهُمَّ إني أعوذ بك من قلب لا يخشع ودعاء لا يسمع ومن نفس لا تشبع ومن علم لا ينفع أعوذ بك من هؤلاء الأربع http://du3a.org 
Mon Mar 02 18:28:15 PST 2015 --  اللَّهُمَّ إني أعوذ بك من يوم السوء ومن ليلة السوء ومن ساعة السوء ومن صاحب السوء ومن جار السوء في دار المقامة http://du3a.org 
Mon Mar 02 16:17:54 PST 2015 --  اللهم اقذف في قلبي رجاءك واقطع رجائي عمن سواك حتى لا أرجو أحداً غيرك http://du3a.org 
Mon Mar 02 15:20:06 PST 2015 --  اللَّهُمَّ إِنَّكَ عَفُوٌّ كَرِيمٌ تُحِبُّ الْعَفْوَ فَاعْفُ عَنَا http://du3a.org 
Mon Mar 02 13:20:36 PST 2015 --  اللَّهُمَّ طهر قلبي من النفاق ، وعملي من الرياء ، ولساني من الكذب ، وعيني من الخيانة http://du3a.org 
Mon Mar 02 10:19:50 PST 2015 --  اللَّهُمَّ اقْسِمْ لَنَا مِنْ خَشْيَتِكَ مَا يَحُولُ بَيْنَنَا وَبَيْنَ مَعَاصِيك http://du3a.org 
Mon Mar 02 08:18:21 PST 2015 --  اللَّهُمَّ احفظني من بين يدي ومن خلفي وعن يميني وعن شمالي ومن فوقي وأعوذ بعظمتك أن أغتال من تحتي http://du3a.org 
Mon Mar 02 06:25:26 PST 2015 --  اللَّهُمَّ إني أعوذ بك من قلب لا يخشع ودعاء لا يسمع ومن نفس لا تشبع ومن علم لا ينفع أعوذ بك من هؤلاء الأربع http://du3a.org 
Mon Mar 02 05:25:19 PST 2015 --  اللَّهُمَّ عافني في بدني ، اللَّهُمَّ عافني في سمعي ، اللَّهُمَّ عافني في بصري http://du3a.org 
Mon Mar 02 04:24:01 PST 2015 --  اللَّهُمَّ بارك لنا في أسماعنا وأبصارنا وقلوبنا وأرواحنا وذرياتنا وتب علينا إنك أنت التواب الرحيم http://du3a.org 
Tue Feb 10 05:32:28 PST 2015 --  if you.. pic.twitter.com/nEVKNsesdB
Thu Feb 19 08:16:48 PST 2015 --  if you.. pic.twitter.com/0jh4Bm5DNm
Mon Mar 02 03:22:49 PST 2015 --  اللَّهُمَّ اغفر لي ما قدمت وما أخرت وما أسررت وما أعلنت http://du3a.org 
Mon Mar 02 02:23:13 PST 2015 --  اللهم إني أسألك من الخير كله عاجله وآجله http://du3a.org 
Mon Mar 02 00:24:36 PST 2015 --  اللَّهُمَّ اغفر لي ما قدمت وما أخرت وما أسررت وما أعلنت أنت المقدم وأنت المؤخر وأنت على كل شيء قدير http://du3a.org 
Sun Mar 01 23:23:15 PST 2015 --  اللهم إني أعوذ بك من زوال نعمتك ، وتحول عافيتك ، وفجاءة نقمتك ، وجميع سخطك http://du3a.org 
Sun Mar 01 21:22:59 PST 2015 --  اللَّهُمَّ إني أسألك بنور وجهك الذي أشرقت له السموات والأرض أن تجعلني في حرزك وحفظك وجوارك وتحت كنفك http://du3a.org 
Sun Mar 01 20:23:14 PST 2015 --  اللهم إني أسألك من الخير ما سألك عبدك ورسولك محمد http://du3a.org 
Sun Mar 01 19:23:56 PST 2015 --  اللهم إني أعوذ بك من عذاب جهنم وأعوذ بك من عذاب القبر وأعوذ بك من فتنة الدجال وأعوذ بك من فتنة المحيا والممات http://du3a.org 
Sun Mar 01 18:24:07 PST 2015 --  اللهم يا مقلب القلوب ثبت قلبي على دينك http://du3a.org 
Sun Mar 01 17:25:49 PST 2015 --  اللهم لا تجعل الدنيا اكبر همنا ولا مبلغ علمنا ولا إلى النار مصيرنا وأجعل الجنة هي دارنا وقرارنا http://du3a.org 
Sun Mar 01 16:25:45 PST 2015 --  اللَّهُمَّ إني أعوذ بك من يوم السوء ومن ليلة السوء ومن ساعة السوء ومن صاحب السوء ومن جار السوء في دار المقامة http://du3a.org 
Sun Mar 01 15:24:38 PST 2015 --  اللَّهُمَّ أَعِنِّي عَلَى ذِكْرِكَ وَشُكْرِكَ وَحُسْنِ عِبَادَتِكَ http://du3a.org 
Sun Mar 01 14:25:00 PST 2015 --  اللَّهُمَّ افتح مسامع قلبي لذكرك وارزقني طاعتك وطاعة رسولك وعملا بكتابك http://du3a.org 
Sun Mar 01 13:25:55 PST 2015 --  اللَّهُمَّ لا تكلني إلى نفسي طرفة عين ، ولا تنزع مني صالح ما أعطيتني http://du3a.org 
Sun Mar 01 12:25:44 PST 2015 --  اللَّهُمَّ بارك لنا في أسماعنا وأبصارنا وقلوبنا وأرواحنا وذرياتنا وتب علينا إنك أنت التواب الرحيم http://du3a.org 
Sun Mar 01 09:19:03 PST 2015 --  اللَّهُمَّ اغفر لي خطأي وعمدي وهزلي وجدي ولا تحرمني بركة ما أعطيتني ولا تفتني فيما حرمتني http://du3a.org 
Mon Feb 23 16:30:21 PST 2015 --  Difficult roads after leads to..., pic.twitter.com/Y8Gxjjmbtw
Mon Feb 23 22:30:16 PST 2015 --  Surround yourself with positive people who will support you when it rains, not just when it shines.
Wed Feb 25 00:30:11 PST 2015 --  Every single day you should wake up and commit yourself to becoming a better person.
Wed Feb 25 02:00:21 PST 2015 --  Don't look back and wonder why things went wrong. Don't regret not doing more. It happened for a reason. Your better days are ahead of you.
Sun Mar 01 08:25:15 PST 2015 --  اللهم اجعل القرآن العظيم ربيع قلوبنا ونور صدورنا وجلاء همومنا http://du3a.org 
Sat Feb 28 00:55:07 PST 2015 --  What hurts you today, makes you stronger tomorrow.
Sat Feb 28 04:48:28 PST 2015 --  Work hard, stay positive, and good things will happen.
Sat Feb 28 06:14:46 PST 2015 --  The past is behind, learn from it. The future is ahead, prepare for it. The present is here, live it.
Sat Feb 28 14:00:22 PST 2015 --  When something bad happens, you have three choices. You can either let it define you, let it destroy you, or you can let it strengthen you.
Sat Feb 28 17:00:26 PST 2015 --  Keep calm and carry on. Don't let people bring you down. Focus on those who love you, forget the ones who don't.
Sun Mar 01 00:53:43 PST 2015 --  Your.. pic.twitter.com/UJJwYGVCJf
Sun Mar 01 06:27:06 PST 2015 --  اللَّهُمَّ اغفر لي خطأي وعمدي وهزلي وجدي ولا تحرمني بركة ما أعطيتني ولا تفتني فيما حرمتني http://du3a.org 
Sun Mar 01 05:27:39 PST 2015 --  اللَّهُمَّ طهر قلبي من النفاق ، وعملي من الرياء ، ولساني من الكذب ، وعيني من الخيانة http://du3a.org 
Sun Mar 01 03:26:02 PST 2015 --  اللَّهُمَّ إنا نعوذ بك من أن نشرك بك شيئا نعلمه ونستغفرك لما لا نعلم http://du3a.org 
Sun Mar 01 01:31:37 PST 2015 --  اللَّهُمَّ إنا نسألك عزائم مغفرتك ومنجيات أمرك والسلامة من كل إثم والغنيمة من كل بر والفوز بالجنة والنجاة من النار http://du3a.org 
Sun Mar 01 00:30:31 PST 2015 --  اللَّهُمَّ إني أعوذ بك من قلب لا يخشع ودعاء لا يسمع ومن نفس لا تشبع ومن علم لا ينفع أعوذ بك من هؤلاء الأربع http://du3a.org 
Sat Feb 28 23:26:12 PST 2015 --  اللهم إني أعوذ بك من عذاب جهنم وأعوذ بك من عذاب القبر وأعوذ بك من فتنة الدجال وأعوذ بك من فتنة المحيا والممات http://du3a.org 
Sat Feb 28 22:26:37 PST 2015 --  اللَّهُمَّ عافني في قُدرتك ، وأدخلني في رحمتك ، واقض أجلي في طاعتك ، واختم لي بخير عمل ، واجعل ثوابه الجنة http://du3a.org 
Sat Feb 28 19:31:32 PST 2015 --  اللَّهُمَّ اعطني إيمانا صادقا ويقينا ليس بعده كفر ورحمة أنال بها شرف كرامتك في الدنيا والآخرة http://du3a.org 
Sat Feb 28 18:29:48 PST 2015 --  اللهم اقذف في قلبي رجاءك واقطع رجائي عمن سواك حتى لا أرجو أحداً غيرك http://du3a.org 
Sat Feb 28 17:30:46 PST 2015 --  اللَّهُمَّ أَعِنِّي عَلَى ذِكْرِكَ وَشُكْرِكَ وَحُسْنِ عِبَادَتِكَ http://du3a.org 
Sat Feb 28 16:30:56 PST 2015 --  اللهم إني أعوذ بك من الهم والحزن والعجز والكسل والجبن والبخل وأعوذ بك من غلبة الدين وقهر الرجال http://du3a.org 
Sat Feb 28 15:29:43 PST 2015 --  اللَّهُمَّ اغفر لي جميع ما مضى من ذنبي واعصمني فيما بقي من عمري وارزقني عملاً زاكيا ترضى به عني http://du3a.org 
Sat Feb 28 13:30:55 PST 2015 --  اللهم إني أعوذ بك من زوال نعمتك ، وتحول عافيتك ، وفجاءة نقمتك ، وجميع سخطك http://du3a.org 
Sat Feb 28 12:31:37 PST 2015 --  اللَّهُمَّ استر عورتي وآمن روعتي واحفظني من بين يدي ومن خلفي وعن يميني وعن شمالي http://du3a.org 
Sat Feb 28 11:31:53 PST 2015 --  اللَّهُمَّ إِنَّكَ عَفُوٌّ كَرِيمٌ تُحِبُّ الْعَفْوَ فَاعْفُ عَنَا http://du3a.org 
Sat Feb 28 09:31:43 PST 2015 --  اللَّهُمَّ احفظني من بين يدي ومن خلفي وعن يميني وعن شمالي ومن فوقي وأعوذ بعظمتك أن أغتال من تحتي http://du3a.org 
Sat Feb 28 06:33:48 PST 2015 --  اللَّهُمَّ إنا نسألك عزائم مغفرتك ومنجيات أمرك والسلامة من كل إثم والغنيمة من كل بر والفوز بالجنة والنجاة من النار http://du3a.org 
Sat Feb 28 05:34:48 PST 2015 --  اللَّهُمَّ افتح مسامع قلبي لذكرك وارزقني طاعتك وطاعة رسولك وعملا بكتابك http://du3a.org 
Sat Feb 28 03:28:25 PST 2015 --  اللَّهُمَّ عافني في بدني ، اللَّهُمَّ عافني في سمعي ، اللَّهُمَّ عافني في بصري http://du3a.org 
Sat Feb 28 02:29:39 PST 2015 --  اللهم إني أعوذ بك من علم لا ينفع ومن قلب لا يخشع ومن نفس لا تشبع ومن دعوة لا يستجاب لها http://du3a.org 
Sat Feb 28 01:31:32 PST 2015 --  اللَّهُمَّ أَعِنِّي عَلَى ذِكْرِكَ وَشُكْرِكَ وَحُسْنِ عِبَادَتِكَ http://du3a.org 
Sat Feb 28 00:32:52 PST 2015 --  اللَّهُمَّ اغفر لي جميع ما مضى من ذنبي واعصمني فيما بقي من عمري وارزقني عملاً زاكيا ترضى به عني http://du3a.org 
Fri Feb 27 22:30:36 PST 2015 --  اللَّهُمَّ لا تكلني إلى نفسي طرفة عين ، ولا تنزع مني صالح ما أعطيتني http://du3a.org 
Fri Feb 27 20:26:52 PST 2015 --  اللهم اجعل القرآن العظيم ربيع قلوبنا ونور صدورنا وجلاء همومنا http://du3a.org 
Fri Feb 27 17:26:32 PST 2015 --  اللَّهُمَّ احفظني من بين يدي ومن خلفي وعن يميني وعن شمالي ومن فوقي وأعوذ بعظمتك أن أغتال من تحتي http://du3a.org 
Fri Feb 27 16:28:05 PST 2015 --  اللَّهُمَّ عافني في قُدرتك ، وأدخلني في رحمتك ، واقض أجلي في طاعتك ، واختم لي بخير عمل ، واجعل ثوابه الجنة http://du3a.org 
Fri Feb 27 15:27:29 PST 2015 --  اللَّهُمَّ اعطني إيمانا صادقا ويقينا ليس بعده كفر ورحمة أنال بها شرف كرامتك في الدنيا والآخرة http://du3a.org 
Fri Feb 27 14:28:38 PST 2015 --  اللهم إني أسألك من الخير كله عاجله وآجله http://du3a.org 
Fri Feb 27 13:29:29 PST 2015 --  اللَّهُمَّ استر عورتي وآمن روعتي واحفظني من بين يدي ومن خلفي وعن يميني وعن شمالي http://du3a.org 
Fri Feb 27 11:26:10 PST 2015 --  اللَّهُمَّ طهر قلبي من النفاق ، وعملي من الرياء ، ولساني من الكذب ، وعيني من الخيانة http://du3a.org 
Fri Feb 27 10:29:23 PST 2015 --  اللهم إني أسألك من الخير ما سألك عبدك ورسولك محمد http://du3a.org 
Fri Feb 27 09:29:48 PST 2015 --  اللَّهُمَّ اغفر لي خطأي وعمدي وهزلي وجدي ولا تحرمني بركة ما أعطيتني ولا تفتني فيما حرمتني http://du3a.org 
Fri Feb 27 08:29:35 PST 2015 --  اللَّهُمَّ عافني في بدني ، اللَّهُمَّ عافني في سمعي ، اللَّهُمَّ عافني في بصري http://du3a.org 
Fri Feb 27 07:31:24 PST 2015 --  اللَّهُمَّ افتح مسامع قلبي لذكرك وارزقني طاعتك وطاعة رسولك وعملا بكتابك http://du3a.org 
Fri Feb 27 06:32:37 PST 2015 --  اللهم اقذف في قلبي رجاءك واقطع رجائي عمن سواك حتى لا أرجو أحداً غيرك http://du3a.org 
Fri Feb 27 03:29:19 PST 2015 --  اللَّهُمَّ اغفر لي جميع ما مضى من ذنبي واعصمني فيما بقي من عمري وارزقني عملاً زاكيا ترضى به عني http://du3a.org 
Fri Feb 27 02:29:22 PST 2015 --  اللهم إني أعوذ بك من النار وما قرب إليها من قول وعمل http://du3a.org 
Fri Feb 27 00:32:52 PST 2015 --  اللَّهُمَّ طهر قلبي من النفاق ، وعملي من الرياء ، ولساني من الكذب ، وعيني من الخيانة http://du3a.org 
Thu Feb 26 23:33:35 PST 2015 --  اللَّهُمَّ اعطني إيمانا صادقا ويقينا ليس بعده كفر ورحمة أنال بها شرف كرامتك في الدنيا والآخرة http://du3a.org 
Thu Feb 26 21:38:26 PST 2015 --  اللهم إني أسألك من الخير كله عاجله وآجله http://du3a.org 
Thu Feb 26 20:43:42 PST 2015 --  اللَّهُمَّ احفظني بالإسلام قاعدا واحفظني بالإسلام قائما واحفظني بالإسلام راقدا ولا تشمت بي عدواً أو حاسدا http://du3a.org 
Thu Feb 26 17:37:39 PST 2015 --  اللهم لا تجعل الدنيا اكبر همنا ولا مبلغ علمنا ولا إلى النار مصيرنا وأجعل الجنة هي دارنا وقرارنا http://du3a.org 
Thu Feb 26 16:38:51 PST 2015 --  اللَّهُمَّ ارزقني من طاعتك ما تحول بيني وبين معصيتك وارزقني من خشيتك ما تبلغني به رحمتك http://du3a.org 
Thu Feb 26 15:38:28 PST 2015 --  اللَّهُمَّ أَعِنِّي عَلَى ذِكْرِكَ وَشُكْرِكَ وَحُسْنِ عِبَادَتِكَ http://du3a.org 
Thu Feb 26 14:41:38 PST 2015 --  اللَّهُمَّ اغفر لي خطأي وعمدي وهزلي وجدي ولا تحرمني بركة ما أعطيتني ولا تفتني فيما حرمتني http://du3a.org 
Thu Feb 26 12:39:18 PST 2015 --  اللَّهُمَّ إنا نسألك عزائم مغفرتك ومنجيات أمرك والسلامة من كل إثم والغنيمة من كل بر والفوز بالجنة والنجاة من النار http://du3a.org 
Thu Feb 26 11:39:17 PST 2015 --  اللَّهُمَّ استر عورتي وآمن روعتي واحفظني من بين يدي ومن خلفي وعن يميني وعن شمالي http://du3a.org 
Thu Feb 26 10:39:04 PST 2015 --  اللهم يا مقلب القلوب ثبت قلبي على دينك http://du3a.org 
Thu Feb 26 09:41:27 PST 2015 --  اللَّهُمَّ اغفر لي جميع ما مضى من ذنبي واعصمني فيما بقي من عمري وارزقني عملاً زاكيا ترضى به عني http://du3a.org 
Thu Feb 26 08:43:49 PST 2015 --  اللَّهُمَّ إني أسألك بنور وجهك الذي أشرقت له السموات والأرض أن تجعلني في حرزك وحفظك وجوارك وتحت كنفك http://du3a.org 
Thu Feb 26 07:43:26 PST 2015 --  اللهم إني أسألك من الخير كله عاجله وآجله http://du3a.org 
Thu Feb 26 06:46:06 PST 2015 --  اللَّهُمَّ إنا نعوذ بك من أن نشرك بك شيئا نعلمه ونستغفرك لما لا نعلم http://du3a.org 
Thu Feb 26 05:46:37 PST 2015 --  اللهم لا تجعل الدنيا اكبر همنا ولا مبلغ علمنا ولا إلى النار مصيرنا وأجعل الجنة هي دارنا وقرارنا http://du3a.org 
Thu Feb 26 02:49:42 PST 2015 --  اللَّهُمَّ إني أعوذ بك من قلب لا يخشع ودعاء لا يسمع ومن نفس لا تشبع ومن علم لا ينفع أعوذ بك من هؤلاء الأربع http://du3a.org 
Thu Feb 26 01:49:57 PST 2015 --  اللَّهُمَّ عافني في بدني ، اللَّهُمَّ عافني في سمعي ، اللَّهُمَّ عافني في بصري http://du3a.org 
Thu Feb 26 01:08:31 PST 2015 --  اللَّهُمَّ افتح مسامع قلبي لذكرك وارزقني طاعتك وطاعة رسولك وعملا بكتابك http://du3a.org 
Wed Feb 25 23:56:37 PST 2015 --  اللَّهُمَّ أعني ولا تعن علي وانصرني ولا تنصر علي وامكر لي ولا تمكر علي واهدني http://du3a.org 
Wed Feb 25 22:51:58 PST 2015 --  اللهم إني أسألك الجنة وما يقرب إليها من قول وعمل http://du3a.org 
Wed Feb 25 20:51:07 PST 2015 --  اللهم إني أعوذ بك من زوال نعمتك ، وتحول عافيتك ، وفجاءة نقمتك ، وجميع سخطك http://du3a.org 
Wed Feb 25 18:50:38 PST 2015 --  اللهم اجعل القرآن العظيم ربيع قلوبنا ونور صدورنا وجلاء همومنا http://du3a.org 
Wed Feb 25 17:31:26 PST 2015 --  اللَّهُمَّ طهر قلبي من النفاق ، وعملي من الرياء ، ولساني من الكذب ، وعيني من الخيانة http://du3a.org 
